crossword_form,length,lemma,pos,date,formation,definition,url
MESSIANIZE,10,Messianize,verb,1877,derivative,transitive. To imbue with a Messianic character.,http://www.oed.com/dictionary/messianize_v
MESSMATISM,10,messmatism,noun,1886,derivative,"= commensalism, n.",http://www.oed.com/dictionary/messmatism_n
METEORETTE,10,meteorette,noun,1876,derivative,A small shooting star.,http://www.oed.com/dictionary/meteorette_n
MIDNOCTIAL,10,mid-noctial,adjective,1593,compound,Belonging or relating to midnight.,http://www.oed.com/dictionary/mid-noctial_adj
MINIMINESS,10,miniminess,noun,a1626,borrowing,The condition of being very small or insignificant.,http://www.oed.com/dictionary/miniminess_n
MINTPHRASE,10,mint-phrase,noun,1631,compound,A newly coined phrase.,http://www.oed.com/dictionary/mint-phrase_n
MINUTEJACK,10,minute jack,noun,a1616,compound,A fickle or changeable person.,http://www.oed.com/dictionary/minute-jack_n
MISDATEFUL,10,misdateful,adjective,1862,derivative,Prone to misdating; full of misdatings.,http://www.oed.com/dictionary/misdateful_adj
MOBCAPPISH,10,mob-cappish,adjective,1828,derivative,"Dowdy, frumpish.",http://www.oed.com/dictionary/mob-cappish_adj
MOBILARITY,10,mobilarity,noun,1766,derivative,"The fact or condition of being favoured, admired…",http://www.oed.com/dictionary/mobilarity_n
MOLOCHSHIP,10,Molochship,noun,1661,derivative,A mock title for a cruel or ruthless person.,http://www.oed.com/dictionary/molochship_n
MONGRELITY,10,mongrelity,noun,1859,derivative,"= mongrelism, n.",http://www.oed.com/dictionary/mongrelity_n
MONOCOLOUS,10,monocolous,adjective,1798,borrowing,One-legged.,http://www.oed.com/dictionary/monocolous_adj
MORTMAINER,10,mortmainer,noun,1808,derivative,A person who holds a mortmain. In quot…,http://www.oed.com/dictionary/mortmainer_n
MUSOMASTIX,10,musomastix,noun,1586,borrowing,An enemy of the Muses.,http://www.oed.com/dictionary/musomastix_n
MUTTONSHIP,10,muttonship,noun,1632,derivative,derogatory. Obsolete. A mock title of respect for…,http://www.oed.com/dictionary/muttonship_n
MYNHEERIFY,10,mynheerify,verb,1804,derivative,intransitive. To study Dutch.,http://www.oed.com/dictionary/mynheerify_v
MYTHOMETER,10,mythometer,noun,1890,compound,A supposed system or standard for judging myths.,http://www.oed.com/dictionary/mythometer_n
NANKEENING,10,nankeening,noun,1830,derivative,"A type of cloth; = nankeen, n. A.I.1a.",http://www.oed.com/dictionary/nankeening_n
NIGHTEATER,10,night-eater,noun,1626,compound,A flea.,http://www.oed.com/dictionary/night-eater_n
NIMBLETAIL,10,nimble-tail,noun,a1661,,A fish mentioned by Juvenal (perhaps a kind of…,http://www.oed.com/dictionary/nimble-tail_n
NOFORSOOTH,10,noforsooth,verb,a1644,compound,transitive. To waste or squander away (one's…,http://www.oed.com/dictionary/noforsooth_v
NOTWELLISH,10,not wellish,adjective,1737,derivative,Somewhat unwell.,http://www.oed.com/dictionary/not-wellish_adj
OCCASIONET,10,occasionet,noun,1593,derivative,A small occasion.,http://www.oed.com/dictionary/occasionet_n
OCTOBERIST,10,Octoberist,noun,a1797,derivative,Perhaps: a person whose views or actions are…,http://www.oed.com/dictionary/octoberist_n
OFFICERAGE,10,officerage,noun,1841,derivative,The services of an officer or official.,http://www.oed.com/dictionary/officerage_n
OFFIVOROUS,10,offivorous,adjective,1713,compound,Offal-eating.,http://www.oed.com/dictionary/offivorous_adj
OLLAPODISM,10,ollapodism,noun,1837,derivative,A sentence made up of various languages.,http://www.oed.com/dictionary/ollapodism_n
OMNITOOLED,10,omnitooled,adjective,1851,compound,Possessing many tools.,http://www.oed.com/dictionary/omnitooled_adj
OMNIVORANT,10,omnivorant,adjective,1852,borrowing,"All-devouring, omnivorous.",http://www.oed.com/dictionary/omnivorant_adj
OMOPHAGEAN,10,omophagean,adjective,1856,borrowing,Relating to the eating of raw food.,http://www.oed.com/dictionary/omophagean_adj
ONEGODDITE,10,one-Goddite,noun,1831,compound,A monotheist.,http://www.oed.com/dictionary/one-goddite_n
ONOMAMANIA,10,onomamania,noun,1854,borrowing,An obsession or craze about a name or names.,http://www.oed.com/dictionary/onomamania_n
OPIUMSMOKE,10,opium-smoke,verb,1870,compound,transitive to bring into a specified condition by…,http://www.oed.com/dictionary/opium-smoke_v
ORANGIZING,10,Orangizing,noun,1839,derivative,The playing of the part of William of Orange…,http://www.oed.com/dictionary/orangizing_n
ORIFACTURE,10,orifacture,noun,1673,borrowing,The action of making with the mouth.,http://www.oed.com/dictionary/orifacture_n
OUDENOLOGY,10,oudenology,noun,1838,borrowing,"The science of nothing, or of things having no…",http://www.oed.com/dictionary/oudenology_n
OVEROFFICE,10,over-office,verb,a1616,derivative,transitive. To lord it over by virtue of one's…,http://www.oed.com/dictionary/over-office_v
OWLSPIEGLE,10,Owlspiegle,verb,1830,proper name,transitive. Scott's word for: to render like the…,http://www.oed.com/dictionary/owlspiegle_v
PACKPAUNCH,10,pack paunch,noun,1582,compound,"(Perhaps) a paunch like a pack, or a person with…",http://www.oed.com/dictionary/pack-paunch_n
PADRONANCY,10,padronancy,noun,1670,borrowing,The office and duties of the prime minister of…,http://www.oed.com/dictionary/padronancy_n
PADRONSHIP,10,padronship,noun,1670,derivative,"= padronancy, n.",http://www.oed.com/dictionary/padronship_n
PALATICIAN,10,palatician,noun,1821,derivative,A person skilled in matters of the palate.,http://www.oed.com/dictionary/palatician_n
PALAVERIST,10,palaverist,noun,a1873,derivative,"= palaverer, n.",http://www.oed.com/dictionary/palaverist_n
PANOMPHAIC,10,panomphaic,adjective,1878,proper name,"= Panomphaean, adj. 3.",http://www.oed.com/dictionary/panomphaic_adj
PANTODEVIL,10,panto-devil,noun,1694,compound,A complete or entire devil.,http://www.oed.com/dictionary/panto-devil_n
PARAGOGIZE,10,paragogize,verb,1866,derivative,transitive. To add as a final syllable.,http://www.oed.com/dictionary/paragogize_v
PARATOPISM,10,paratopism,noun,1851,borrowing,"The relating of an event, circumstance, etc., to…",http://www.oed.com/dictionary/paratopism_n
PEDICURISM,10,pedicurism,noun,1863,derivative,The practice or art of giving pedicures.,http://www.oed.com/dictionary/pedicurism_n
PENCILLOUS,10,pencillous,adjective,1850,derivative,Resembling the form of a pencil; pencil-like.,http://www.oed.com/dictionary/pencillous_adj
PENITISSIM,10,penitissim,adjective,1652,borrowing,Innermost.,http://www.oed.com/dictionary/penitissim_adj
PERANTIQUE,10,perantique,adjective,1883,derivative,Very antique; ancient.,http://www.oed.com/dictionary/perantique_adj
PERJURATOR,10,perjurator,noun,1689,borrowing,A perjurer.,http://www.oed.com/dictionary/perjurator_n
PERMIRIFIC,10,permirific,adjective,1868,borrowing,Very wonderful or marvellous.,http://www.oed.com/dictionary/permirific_adj
PERSUADEND,10,persuadend,noun,1865,borrowing,A person who is to be persuaded.,http://www.oed.com/dictionary/persuadend_n
PHILHYMNIC,10,philhymnic,adjective,1861,compound,Hymn-loving.,http://www.oed.com/dictionary/philhymnic_adj
PHILOFELON,10,philofelon,adjective,1831,compound,Criminal-loving.,http://www.oed.com/dictionary/philofelon_adj
PHOENIXITY,10,phoenixity,noun,1886,derivative,The quality of being like a phoenix (in quot…,http://www.oed.com/dictionary/phoenixity_n
PHYSICSHIP,10,physicship,noun,1689,derivative,A mock title given to a medical expert.,http://www.oed.com/dictionary/physicship_n
PHYSICSTER,10,physicster,noun,1689,derivative,A medicinal practitioner.,http://www.oed.com/dictionary/physicster_n
PIERROTISM,10,Pierrotism,noun,1734,derivative,The movements or behaviour used to express the…,http://www.oed.com/dictionary/pierrotism_n
PILGRIMDOM,10,pilgrimdom,noun,1887,derivative,The domain of pilgrims or pilgrimages (in quot…,http://www.oed.com/dictionary/pilgrimdom_n
PILGRIMISM,10,pilgrimism,noun,1886,derivative,The condition of being a pilgrim; itinerancy.,http://www.oed.com/dictionary/pilgrimism_n
PLASSONITY,10,plassonity,noun,1882,derivative,The quality or condition of being a plasson.,http://www.oed.com/dictionary/plassonity_n
PLEISTODOX,10,pleistodox,adjective,1814,borrowing,Holding the opinion of the majority.,http://www.oed.com/dictionary/pleistodox_adj
PLENIPOING,10,plenipoing,noun,1890,derivative,The action of serving as a plenipotentiary.,http://www.oed.com/dictionary/plenipoing_n
POCULATION,10,poculation,noun,1837,borrowing,The action or practice of drinking (alcohol).,http://www.oed.com/dictionary/poculation_n
PODICATION,10,podication,noun,1884,borrowing,The process of being struck on the buttocks; a…,http://www.oed.com/dictionary/podication_n
POLYOTICAL,10,polyotical,adjective,1613,,Having many ears (figurative in quot.).,http://www.oed.com/dictionary/polyotical_adj
POLYPONOUS,10,polyponous,adjective,1853,,Occupied with many tasks.,http://www.oed.com/dictionary/polyponous_adj
POLYPOSIST,10,polyposist,noun,1821,,A person who drinks a lot; a hard drinker.,http://www.oed.com/dictionary/polyposist_n
POLYTASTED,10,polytasted,adjective,1709,compound,Having many tastes or flavours; (perhaps also)…,http://www.oed.com/dictionary/polytasted_adj
POLYTRAGIC,10,polytragic,adjective,1607,compound,Containing many tragedies.,http://www.oed.com/dictionary/polytragic_adj
PONDERLING,10,ponderling,noun,1861,derivative,A child that is weighed.,http://www.oed.com/dictionary/ponderling_n
POPLOCRACY,10,poplocracy,noun,1895,compound,Popular rule; government by the people.,http://www.oed.com/dictionary/poplocracy_n
POPOMASTIC,10,popomastic,adjective,1612,borrowing,Attacking the Pope.,http://www.oed.com/dictionary/popomastic_adj
POSTVENANT,10,postvenant,noun,1876,borrowing,That which comes after or follows; a consequence.,http://www.oed.com/dictionary/postvenant_n
POTBOYSHIP,10,potboyship,noun,1841,derivative,The position of a pot-boy.,http://www.oed.com/dictionary/potboyship_n
POTHARNESS,10,pot-harness,noun,1622,compound,Alcoholic drink as a source of courage.,http://www.oed.com/dictionary/pot-harness_n
POTHOOKERY,10,pot-hookery,noun,1795,derivative,"Unintelligible writing, scrawl.",http://www.oed.com/dictionary/pot-hookery_n
POTSMITTEN,10,potsmitten,adjective,1596,compound,(Of an agreement) marked by the parties clinking…,http://www.oed.com/dictionary/potsmitten_adj
POTVERDUGO,10,pot verdugo,noun,1616,,Giddiness induced by drinking alcohol.,http://www.oed.com/dictionary/pot-verdugo_n
PRECIATION,10,preciation,noun,1893,shortening,The determination of price; pricing.,http://www.oed.com/dictionary/preciation_n
PREGUSTANT,10,pregustant,adjective,1824,borrowing,That tastes beforehand.,http://www.oed.com/dictionary/pregustant_adj
PRELATEITY,10,prelateity,noun,1642,derivative,The essential quality or essence of being a prelate.,http://www.oed.com/dictionary/prelateity_n
PRESBYOTIC,10,presbyotic,adjective,1889,compound,Of the nature of presbycusis.,http://www.oed.com/dictionary/presbyotic_adj
PRESTOLATE,10,prestolate,verb,1653,borrowing,transitive. To await.,http://www.oed.com/dictionary/prestolate_v
PRESULTORY,10,presultory,adjective,1652,variant,"Impetuous, presumptuous.",http://www.oed.com/dictionary/presultory_adj
PRIDEMONEY,10,pride money,noun,a1652,compound,A tax on ostentation.,http://www.oed.com/dictionary/pride-money_n
PRIMIFESTE,10,primifeste,noun,1551,borrowing,A first feast.,http://www.oed.com/dictionary/primifeste_n
PRIMROSERY,10,Primrosery,noun,1897,derivative,"= Primrosism, n.",http://www.oed.com/dictionary/primrosery_n
PRINCIFIED,10,princified,adjective,1857,derivative,"Princelike, elevated.",http://www.oed.com/dictionary/princified_adj
PROFANATIC,10,profanatic,adjective,1689,blend,Characterized by an excessive enthusiasm for profanity.,http://www.oed.com/dictionary/profanatic_adj
PROKOSMIAL,10,prokosmial,adjective,1855,,That existed before the universe.,http://www.oed.com/dictionary/prokosmial_adj
PRONOUNIST,10,pronounist,noun,1625,derivative,A person who favours the use of pronouns.,http://www.oed.com/dictionary/pronounist_n
PROXICALLY,10,proxically,adverb,1827,derivative,As a proxy or substitute.,http://www.oed.com/dictionary/proxically_adv
PSEUDOMICA,10,pseudo-mica,noun,1849,compound,A mineral resembling mica.,http://www.oed.com/dictionary/pseudo-mica_n
PUFFYLIGHT,10,puffy-light,verb,1610,compound,(transitive) to impart a puffy lightness to (soil).,http://www.oed.com/dictionary/puffy-light_v
PUGNASTICS,10,pugnastics,noun,1830,borrowing,Pugilistic performances.,http://www.oed.com/dictionary/pugnastics_n
PUNDITSHIP,10,punditship,noun,1873,derivative,Hindu scholarship.,http://www.oed.com/dictionary/punditship_n
PUNKATEERO,10,punkateero,noun,1602,derivative,"A procurer of prostitutes, a pimp, a pander.",http://www.oed.com/dictionary/punkateero_n
QUIVERANTE,10,quiverante,noun,1775,compound,Tremulous quality or tone of voice.,http://www.oed.com/dictionary/quiverante_n
RAILWIFERY,10,railwifery,noun,1695,derivative,"Abusive scolding, regarded as comparable to that…",http://www.oed.com/dictionary/railwifery_n
RAISEDEVIL,10,raise-devil,adjective,c1661,compound,That raises the devil.,http://www.oed.com/dictionary/raise-devil_adj
RASCALMENT,10,rascalment,noun,1832,derivative,"= rascality, n. 2.",http://www.oed.com/dictionary/rascalment_n
REFORMLING,10,reformling,noun,1663,derivative,An amended pamphlet.,http://www.oed.com/dictionary/reformling_n
RIDIBUNDAL,10,ridibundal,adjective,1652,borrowing,"Characterized by laughter. Cf. ridibund, adj.",http://www.oed.com/dictionary/ridibundal_adj
RUFFYTUFFY,10,ruffy-tuffy,adjective,a1821,compound,Dishevelled.,http://www.oed.com/dictionary/ruffy-tuffy_adj
SCARLETITE,10,scarletite,noun,1829,derivative,"One who hunts in scarlet (see scarlet, n. A.3).",http://www.oed.com/dictionary/scarletite_n
SCREWSMILE,10,screw-smile,noun,1879,compound,A forced smile.,http://www.oed.com/dictionary/screw-smile_n
SCRIBBLAGE,10,scribblage,noun,1805,derivative,Ephemeral writing; worthless scribblings.,http://www.oed.com/dictionary/scribblage_n
SEEINGSHOP,10,seeing shop,noun,1577,compound,"The faculty of sight (likened to a room, with the…",http://www.oed.com/dictionary/seeing-shop_n
SEPTEMFOIL,10,septemfoil,noun,1842,,An ornamental feature consisting of seven cusps…,http://www.oed.com/dictionary/septemfoil_n
SEPTIPEDAL,10,septipedal,adjective,1606,borrowing,Seven feet in length.,http://www.oed.com/dictionary/septipedal_adj
SEPTIREGAL,10,septiregal,adjective,1847,compound,Of seven kings.,http://www.oed.com/dictionary/septiregal_adj
SERVEIMAGE,10,serve-image,noun,1531,compound,A person who worships images or idols; an idolater.,http://www.oed.com/dictionary/serve-image_n
SHIFTMAKER,10,shiftmaker,noun,1836,compound,A person who is obliged to resort to desperate…,http://www.oed.com/dictionary/shiftmaker_n
SINISTRINE,10,sinistrine,adjective,1792,derivative,Situated on the left-hand side; left.,http://www.oed.com/dictionary/sinistrine_adj
SPROUNTING,10,sprounting,noun,1691,variant,An issue or discharge of water in a spout; a spouting.,http://www.oed.com/dictionary/sprounting_n
STALKHOUND,10,stalk-hound,noun,1664,compound,A dog used in stalking game (in quot. figurative).,http://www.oed.com/dictionary/stalk-hound_n
STANDFIGHT,10,stand-fight,noun,?1611,compound,A hand-to-hand fight; cf. fight of stand n. at…,http://www.oed.com/dictionary/stand-fight_n
STATUARISM,10,statuarism,noun,1791,derivative,Partiality for the art of sculpture.,http://www.oed.com/dictionary/statuarism_n
STIRSTRIFE,10,stir-strife,adjective,1589,compound,That stirs or excites strife.,http://www.oed.com/dictionary/stir-strife_adj
STOPTHROAT,10,stop-throat,adjective,1600,compound,That tightly enwraps the throat.,http://www.oed.com/dictionary/stop-throat_adj
SUBJECTESS,10,subjectess,noun,1772,derivative,A female subject.,http://www.oed.com/dictionary/subjectess_n
SUISECTION,10,suisection,noun,1893,borrowing,Examination of oneself or one's behaviour…,http://www.oed.com/dictionary/suisection_n
SUNEXTINCT,10,sun-extinct,adjective,1929,compound,Inwardly dead.,http://www.oed.com/dictionary/sun-extinct_adj
SUPERFIDEL,10,super-fidel,adjective,1834,derivative,That has too much belief.,http://www.oed.com/dictionary/super-fidel_adj
SURCINGLER,10,surcingler,noun,1662,derivative,"One who wears a surcingle, a member of the clergy.",http://www.oed.com/dictionary/surcingler_n
SWEATSWEET,10,sweat-sweet,adjective,1605,compound,"Exuding a sweet, musky scent.",http://www.oed.com/dictionary/sweat-sweet_adj
SYNODICATE,10,synodicate,verb,1645,derivative,transitive. To give out as by synodal authority.,http://www.oed.com/dictionary/synodicate_v
TALKERSEER,10,talker-seer,noun,1884,compound,A person possessing both visionary qualities and…,http://www.oed.com/dictionary/talker-seer_n
TARLTONIZE,10,Tarltonize,verb,1592,proper name,"intransitive. To act or speak like Tarlton, a…",http://www.oed.com/dictionary/tarltonize_v
TERMDRIVER,10,term-driver,noun,1633,compound,(Perhaps) a person who attends court during law…,http://www.oed.com/dictionary/term-driver_n
